sample,value
206,109429
207,108944
208,108453
209,107955
210,107450
211,106939
212,106422
213,105898
214,105367
215,104830
216,104287
217,103737
218,103181
219,102619
220,102051
221,101476
222,100896
223,100309
224,99717
225,99119
226,98514
227,97905
228,97289
229,96668
230,96042
231,95410
232,94773
233,94131
234,93484
235,92832
236,92175
237,91513
238,90846
239,90176
240,89500
241,88821
242,88137
243,87449
244,86757
245,86062
246,85363
247,84660
248,83954
249,83245
250,82533
251,81818
252,81100
253,80380
254,79657
255,78932
256,78205
257,77476
258,76745
259,76012
260,75278
261,74543
262,73807
263,73070
264,72331
265,71593
266,70854
267,70114
268,69375
269,68636
270,67897
271,67159
272,66421
273,65684
274,64948
275,64214
276,63480
277,62749
278,62019
279,61291
280,60566
281,59842
282,59121
283,58403
284,57688
285,56976
286,56267
287,55561
288,54859
289,54161
290,53466
291,52776
292,52090
293,51408
294,50731
295,50059
296,49392
297,48730
298,48073
299,47421
300,46775
301,46135
302,45501
303,44872
304,44250
305,43634
306,43024
307,42421
308,41824
309,41235
310,40652
311,40076
312,39507
313,38946
314,38392
315,37845
316,37306
317,36774
318,36251
319,35735
320,35226
321,34726
322,34234
323,33750
324,33274
325,32806
326,32346
327,31895
328,31452
329,31017
330,30591
331,30173
332,29764
333,29363
334,28970
335,28586
336,28211
337,27843
338,27485
339,27135
340,26793
341,26460
342,26135
343,25818
344,25510
345,25210
346,24918
347,24634
348,24358
349,24091
350,23831
351,23580
352,23336
353,23100
354,22871
355,22651
356,22437
357,22231
358,22033
359,21841
360,21657
361,21480
362,21309
363,21145
364,20988
365,20837
366,20693
367,20555
368,20423
369,20297
370,20177
371,20062
372,19953
373,19850
374,19751
375,19658
376,19570
377,19486
378,19407
379,19332
380,19262
381,19196
382,19134
383,19075
384,19021
385,18969
386,18921
387,18877
388,18835
389,18796
390,18759
391,18725
392,18693
393,18664
394,18636
395,18611
396,18586
397,18564
398,18542
399,18522
400,18503
401,18484
402,18467
403,18449
404,18432
405,18416
406,18399
407,18382
408,18365
409,18348
410,18330
411,18312
412,18293
413,18272
414,18251
415,18229
416,18205
417,18180
418,18154
419,18125
420,18095
421,18064
422,18030
423,17994
424,17956
425,17916
426,17874
427,17829
428,17782
429,17732
430,17680
431,17625
432,17567
433,17506
434,17443
435,17377
436,17308
437,17236
438,17161
439,17083
440,17002
441,16918
442,16831
443,16740
444,16647
445,16551
446,16451
447,16349
448,16243
449,16135
450,16023
451,15909
452,15791
453,15671
454,15547
455,15421
456,15292
457,15160
458,15026
459,14889
460,14749
461,14606
462,14462
463,14314
464,14165
465,14013
466,13859
467,13703
468,13545
469,13385
470,13223
471,13059
472,12894
473,12727
474,12558
475,12388
476,12217
477,12045
478,11872
479,11698
480,11522
481,11346
482,11170
483,10993
484,10815
485,10637
486,10459
487,10281
488,10103
489,9925
490,9747
491,9570
492,9393
493,9217
494,9041
495,8866
496,8692
497,8519
498,8348
499,8177
500,8008
501,7840
502,7674
503,7509
504,7346
505,7185
506,7026
507,6868
508,6713
509,6560
510,6410
511,6262
512,6116
513,5973
514,5832
515,5694
516,5559
517,5426
518,5296
519,5170
520,5046
521,4925
522,4808
523,4693
524,4582
525,4474
526,4369
527,4268
528,4170
529,4075
530,3984
531,3896
532,3811
533,3730
534,3652
535,3578
536,3507
537,3440
538,3376
539,3315
540,3258
541,3205
542,3154
543,3108
544,3064
545,3024
546,2987
547,2953
548,2923
549,2896
550,2871
551,2850
552,2832
553,2817
554,2805
555,2796
556,2790
557,2786
558,2785
559,2787
560,2791
561,2798
562,2807
563,2818
564,2832
565,2848
566,2866
567,2886
568,2908
569,2931
570,2957
571,2984
572,3013
573,3043
574,3074
575,3107
576,3141
577,3176
578,3213
579,3250
580,3288
581,3326
582,3366
583,3405
584,3446
585,3486
586,3527
587,3568
588,3609
589,3651
590,3692
591,3733
592,3773
593,3813
594,3853
595,3892
596,3931
597,3969
598,4006
599,4042
600,4078
601,4112
602,4145
603,4177
604,4208
605,4238
606,4266
607,4293
608,4318
609,4342
610,4365
611,4385
612,4404
613,4421
614,4437
615,4451
616,4463
617,4473
618,4481
619,4487
620,4491
621,4493
622,4493
623,4491
624,4487
625,4481
626,4473
627,4463
628,4451
629,4437
630,4420
631,4402
632,4381
633,4359
634,4334
635,4307
636,4279
637,4248
638,4215
639,4181
640,4144
641,4106
642,4065
643,4023
644,3980
645,3934
646,3887
647,3838
648,3787
649,3735
650,3682
651,3627
652,3570
653,3513
654,3454
655,3393
656,3332
657,3269
658,3206
659,3141
660,3076
661,3009
662,2942
663,2875
664,2806
665,2737
666,2667
667,2597
668,2527
669,2456
670,2386
671,2314
672,2243
673,2172
674,2101
675,2030
676,1959
677,1889
678,1818
679,1748
680,1679
681,1610
682,1542
683,1474
684,1407
685,1341
686,1276
687,1211
688,1148
689,1086
690,1024
691,964
692,905
693,847
694,790
695,735
696,681
697,629
698,578
699,528
700,480
701,434
702,389
703,346
704,304
705,264
706,226
707,189
708,155
709,122
710,91
711,61
712,34
713,8
714,-16
715,-38
716,-58
717,-77
718,-93
719,-108
720,-121
721,-132
722,-142
723,-149
724,-155
725,-159
726,-161
727,-162
728,-161
729,-158
730,-154
731,-148
732,-140
733,-131
734,-120
735,-108
736,-95
737,-80
738,-63
739,-46
740,-27
741,-7
742,14
743,37
744,60
745,85
746,111
747,137
748,164
749,193
750,222
751,251
752,282
753,313
754,344
755,377
756,409
757,442
758,475
759,509
760,543
761,577
762,611
763,645
764,680
765,714
766,748
767,782
768,816
769,849
770,882
771,915
772,948
773,980
774,1011
775,1042
776,1072
777,1102
778,1131
779,1160
780,1187
781,1214
782,1240
783,1265
784,1289
785,1312
786,1335
787,1356
788,1376
789,1395
790,1413
791,1430
792,1446
793,1461
794,1474
795,1487
796,1498
797,1508
798,1516
799,1524
800,1530
801,1535
802,1538
803,1541
804,1542
805,1542
806,1540
807,1538
808,1534
809,1529
810,1522
811,1515
812,1506
813,1496
814,1485
815,1472
816,1459
817,1444
818,1428
819,1412
820,1394
821,1375
822,1355
823,1334
824,1312
825,1289
826,1266
827,1241
828,1216
829,1189
830,1163
831,1135
832,1107
833,1078
834,1048
835,1018
836,987
837,956
838,924
839,892
840,860
841,827
842,794
843,760
844,727
845,693
846,659
847,625
848,591
849,558
850,524
851,490
852,456
853,422
854,389
855,356
856,323
857,290
858,258
859,226
860,195
861,164
862,133
863,103
864,74
865,45
866,17
867,-11
868,-38
869,-64
870,-89
871,-114
872,-138
873,-161
874,-183
875,-205
876,-226
877,-245
878,-264
879,-282
880,-299
881,-315
882,-331
883,-345
884,-358
885,-370
886,-382
887,-392
888,-402
889,-410
890,-417
891,-424
892,-429
893,-434
894,-437
895,-440
896,-441
897,-442
898,-441
899,-440
900,-438
901,-435
902,-431
903,-426
904,-420
905,-414
906,-406
907,-398
908,-389
909,-379
910,-369
911,-357
912,-345
913,-333
914,-319
915,-306
916,-291
917,-276
918,-260
919,-244
920,-228
921,-210
922,-193
923,-175
924,-157
925,-138
926,-119
927,-100
928,-81
929,-61
930,-41
931,-21
932,-1
933,19
934,40
935,60
936,80
937,101
938,121
939,141
940,161
941,181
942,201
943,220
944,240
945,259
946,278
947,296
948,314
949,332
950,350
951,367
952,383
953,399
954,415
955,430
956,445
957,459
958,473
959,486
960,499
961,511
962,522
963,533
964,543
965,553
966,562
967,570
968,577
969,584
970,591
971,596
972,601
973,605
974,609
975,612
976,614
977,615
978,616
979,616
980,616
981,615
982,613
983,610
984,607
985,603
986,599
987,594
988,588
989,582
990,575
991,568
992,560
993,551
994,542
995,533
996,523
997,512
998,501
999,490
1000,478
1001,465
1002,453
1003,440
1004,426
1005,413
1006,399
1007,384
1008,370
1009,355
1010,340
1011,324
1012,309
1013,293
1014,277
1015,262
1016,246
1017,230
1018,213
1019,197
1020,181
1021,165
1022,149
1023,133
1024,117
1025,101
1026,85
1027,70
1028,54
1029,39
1030,24
1031,9
1032,-6
1033,-20
1034,-34
1035,-48
1036,-62
1037,-75
1038,-88
1039,-100
1040,-113
1041,-125
1042,-136
1043,-147
1044,-158
1045,-168
1046,-178
1047,-187
1048,-196
1049,-205
1050,-213
1051,-221
1052,-228
1053,-235
1054,-241
1055,-247
1056,-252
1057,-257
1058,-261
1059,-265
1060,-268
1061,-271
1062,-273
1063,-275
1064,-277
1065,-277
1066,-278
1067,-278
1068,-277
1069,-276
1070,-275
1071,-273
1072,-271
1073,-268
1074,-265
1075,-262
1076,-258
1077,-253
1078,-249
1079,-244
1080,-238
1081,-232
1082,-226
1083,-220
1084,-213
1085,-206
1086,-199
1087,-191
1088,-183
1089,-175
1090,-167
1091,-158
1092,-149
1093,-140
1094,-131
1095,-122
1096,-113
1097,-103
1098,-93
1099,-84
1100,-74
1101,-64
1102,-54
1103,-44
1104,-34
1105,-24
1106,-14
1107,-4
1108,6
1109,15
1110,25
1111,35
1112,44
1113,54
1114,63
1115,73
1116,82
1117,91
1118,99
1119,108
1120,116
1121,125
1122,133
1123,140
1124,148
1125,155
1126,162
1127,169
1128,175
1129,182
1130,188
1131,193
1132,199
1133,204
1134,209
1135,213
1136,217
1137,221
1138,225
1139,228
1140,231
1141,234
1142,236
1143,238
1144,240
1145,241
1146,242
1147,243
1148,243
1149,243
1150,243
1151,243
1152,242
1153,241
1154,239
1155,237
1156,235
1157,233
1158,231
1159,228
1160,225
1161,221
1162,218
1163,214
1164,210
1165,205
1166,201
1167,196
1168,191
1169,186
1170,181
1171,175
1172,170
1173,164
1174,158
1175,152
1176,146
1177,140
1178,133
1179,127
1180,120
1181,113
1182,107
1183,100
1184,93
1185,86
1186,79
1187,73
1188,66
1189,59
1190,52
1191,45
1192,38
1193,32
1194,25
1195,18
1196,12
1197,5
1198,-1
1199,-8
1200,-14
1201,-20
1202,-26
1203,-32
1204,-38
1205,-43
1206,-49
1207,-54
1208,-59
1209,-64
1210,-69
1211,-74
1212,-78
1213,-82
1214,-86
1215,-90
1216,-94
1217,-98
1218,-101
1219,-104
1220,-107
1221,-110
1222,-112
1223,-114
1224,-116
1225,-118
1226,-120
1227,-122
1228,-123
1229,-124
1230,-125
1231,-125
1232,-126
1233,-126
1234,-126
1235,-126
1236,-125
1237,-125
1238,-124
1239,-123
1240,-122
1241,-121
1242,-119
1243,-118
1244,-116
1245,-114
1246,-112
1247,-110
1248,-107
1249,-105
1250,-102
1251,-99
1252,-96
1253,-93
1254,-90
1255,-87
1256,-83
1257,-80
1258,-76
1259,-73
1260,-69
1261,-65
1262,-61
1263,-57
1264,-54
1265,-50
1266,-46
1267,-41
1268,-37
1269,-33
1270,-29
1271,-25
1272,-21
1273,-17
1274,-13
1275,-9
1276,-5
1277,-1
1278,3
1279,7
1280,11
1281,15
1282,18
1283,22
1284,26
1285,29
1286,33
1287,36
1288,39
1289,42
1290,45
1291,48
1292,51
1293,54
1294,57
1295,59
1296,62
1297,64
1298,66
1299,69
1300,71
1301,72
1302,74
1303,76
1304,77
1305,79
1306,80
1307,81
1308,82
1309,83
1310,84
1311,84
1312,85
1313,85
1314,85
1315,85
1316,85
1317,85
1318,85
1319,84
1320,84
1321,83
1322,83
1323,82
1324,81
1325,80
1326,79
1327,77
1328,76
1329,75
1330,73
1331,72
1332,70
1333,68
1334,66
1335,64
1336,62
1337,60
1338,58
1339,56
1340,54
1341,52
1342,49
1343,47
1344,45
1345,42
1346,40
1347,38
1348,35
1349,33
1350,30
1351,28
1352,25
1353,23
1354,20
1355,18
1356,15
1357,13
1358,10
1359,8
1360,5
1361,3
1362,1
1363,-2
1364,-4
1365,-6
1366,-8
1367,-10
1368,-12
1369,-14
1370,-16
1371,-18
1372,-20
1373,-22
1374,-24
1375,-25
1376,-27
1377,-29
1378,-30
1379,-31
1380,-33
1381,-34
1382,-35
1383,-36
1384,-37
1385,-38
1386,-39
1387,-40
1388,-41
1389,-41
1390,-42
1391,-43
1392,-43
1393,-43
1394,-44
1395,-44
1396,-44
1397,-44
1398,-44
1399,-44
1400,-44
1401,-43
1402,-43
1403,-43
1404,-42
1405,-42
1406,-41
1407,-41
1408,-40
1409,-39
1410,-39
1411,-38
1412,-37
1413,-36
1414,-35
1415,-34
1416,-33
1417,-32
1418,-31
1419,-29
1420,-28
1421,-27
1422,-26
1423,-25
1424,-23
1425,-22
1426,-21
1427,-19
1428,-18
1429,-16
1430,-15
1431,-14
1432,-12
1433,-11
1434,-9
1435,-8
1436,-7
1437,-5
1438,-4
1439,-2
1440,-1
1441,0
1442,2
1443,3
1444,4
1445,5
1446,7
1447,8
1448,9
1449,10
1450,11
1451,12
1452,14
1453,15
1454,16
1455,17
1456,17
1457,18
1458,19
1459,20
1460,21
1461,21
1462,22
1463,23
1464,23
1465,24
1466,24
1467,25
1468,25
1469,26
1470,26
1471,26
1472,26
1473,27
1474,27
1475,27
1476,27
1477,27
1478,27
1479,27
1480,27
1481,27
1482,27
1483,26
1484,26
1485,26
1486,25
1487,25
1488,25
1489,24
1490,24
1491,23
1492,23
1493,22
1494,22
1495,21
1496,21
1497,20
1498,19
1499,19
1500,18
1501,17
1502,17
1503,16
1504,15
1505,14
1506,13
1507,13
1508,12
1509,11
1510,10
1511,10
1512,9
1513,8
1514,7
1515,6
1516,6
1517,5
1518,4
1519,3
1520,2
1521,2
1522,1
1523,0
1524,-1
1525,-1
1526,-2
1527,-3
1528,-3
1529,-4
1530,-5
1531,-5
1532,-6
1533,-6
1534,-7
1535,-7
1536,-8
1537,-8
1538,-9
1539,-9
1540,-10
1541,-10
1542,-11
1543,-11
1544,-11
1545,-12
1546,-12
1547,-12
1548,-12
1549,-12
1550,-13
1551,-13
1552,-13
1553,-13
1554,-13
1555,-13
1556,-13
1557,-13
1558,-13
1559,-13
1560,-13
1561,-13
1562,-13
1563,-13
1564,-13
1565,-13
1566,-12
1567,-12
1568,-12
1569,-12
1570,-11
1571,-11
1572,-11
1573,-11
1574,-10
1575,-10
1576,-10
1577,-9
1578,-9
1579,-9
1580,-8
1581,-8
1582,-8
1583,-7
1584,-7
1585,-6
1586,-6
1587,-6
1588,-5
1589,-5
1590,-4
1591,-4
1592,-3
1593,-3
1594,-3
1595,-2
1596,-2
1597,-1
1598,-1
1599,-1
1600,0
1601,0
1602,1
1603,1
1604,1
1605,2
1606,2
1607,2
1608,3
1609,3
1610,3
1611,4
1612,4
1613,4
1614,5
1615,5
1616,5
1617,5
1618,5
1619,6
1620,6
1621,6
1622,6
1623,6
1624,7
1625,7
1626,7
1627,7
1628,7
1629,7
1630,7
1631,7
1632,7
1633,7
1634,7
1635,7
1636,7
1637,7
1638,7
1639,7
1640,7
1641,7
1642,7
1643,7
1644,7
1645,7
1646,7
1647,6
1648,6
1649,6
1650,6
1651,6
1652,6
1653,6
1654,5
1655,5
1656,5
1657,5
1658,5
1659,4
1660,4
1661,4
1662,4
1663,4
1664,3
1665,3
1666,3
1667,3
1668,3
1669,2
1670,2
1671,2
1672,2
1673,2
1674,1
1675,1
1676,1
1677,1
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,-1
1685,-1
1686,-1
1687,-1
1688,-1
1689,-1
1690,-2
1691,-2
1692,-2
1693,-2
1694,-2
1695,-2
1696,-2
1697,-2
1698,-3
1699,-3
1700,-3
1701,-3
1702,-3
1703,-3
1704,-3
1705,-3
1706,-3
1707,-3
1708,-3
1709,-3
1710,-3
1711,-3
1712,-3
1713,-3
1714,-3
1715,-3
1716,-3
1717,-3
1718,-3
1719,-3
1720,-3
1721,-3
1722,-3
1723,-3
1724,-3
1725,-3
1726,-3
1727,-3
1728,-3
1729,-2
1730,-2
1731,-2
1732,-2
1733,-2
1734,-2
1735,-2
1736,-2
1737,-2
1738,-2
1739,-2
1740,-1
1741,-1
1742,-1
1743,-1
1744,-1
1745,-1
1746,-1
1747,-1
1748,-1
1749,-1
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,1
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,2
1782,2
1783,2
1784,2
1785,2
1786,2
1787,2
1788,2
1789,2
1790,2
1791,2
1792,2
1793,2
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,-1
1851,-1
1852,-1
1853,-1
1854,-1
1855,-1
1856,-1
1857,-1
1858,-1
1859,-1
1860,-1
1861,-1
1862,-1
1863,-1
1864,-1
1865,-1
1866,-1
1867,-1
1868,-1
1869,-1
1870,-1
1871,-1
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
