sample,value
206,130474
207,130454
208,130434
209,130413
210,130391
211,130369
212,130347
213,130323
214,130299
215,130275
216,130249
217,130224
218,130197
219,130170
220,130142
221,130114
222,130084
223,130054
224,130024
225,129992
226,129960
227,129927
228,129893
229,129859
230,129823
231,129787
232,129750
233,129712
234,129673
235,129634
236,129593
237,129552
238,129510
239,129466
240,129422
241,129377
242,129331
243,129284
244,129236
245,129187
246,129137
247,129086
248,129034
249,128981
250,128927
251,128871
252,128815
253,128758
254,128699
255,128639
256,128578
257,128516
258,128453
259,128389
260,128323
261,128257
262,128189
263,128120
264,128049
265,127978
266,127905
267,127831
268,127755
269,127679
270,127601
271,127521
272,127441
273,127359
274,127275
275,127191
276,127105
277,127017
278,126928
279,126838
280,126747
281,126654
282,126559
283,126463
284,126366
285,126267
286,126167
287,126066
288,125963
289,125858
290,125752
291,125645
292,125536
293,125425
294,125313
295,125200
296,125085
297,124968
298,124850
299,124731
300,124609
301,124487
302,124363
303,124237
304,124110
305,123981
306,123850
307,123718
308,123585
309,123450
310,123313
311,123175
312,123035
313,122894
314,122751
315,122607
316,122461
317,122313
318,122164
319,122013
320,121861
321,121707
322,121552
323,121395
324,121237
325,121077
326,120915
327,120752
328,120587
329,120421
330,120254
331,120084
332,119914
333,119742
334,119568
335,119393
336,119216
337,119038
338,118858
339,118677
340,118494
341,118310
342,118125
343,117938
344,117749
345,117560
346,117368
347,117176
348,116982
349,116786
350,116589
351,116391
352,116192
353,115991
354,115789
355,115585
356,115380
357,115174
358,114967
359,114758
360,114548
361,114337
362,114124
363,113911
364,113696
365,113480
366,113262
367,113044
368,112824
369,112603
370,112381
371,112158
372,111934
373,111709
374,111482
375,111255
376,111026
377,110797
378,110566
379,110335
380,110102
381,109868
382,109634
383,109398
384,109162
385,108925
386,108686
387,108447
388,108207
389,107966
390,107724
391,107482
392,107238
393,106994
394,106749
395,106503
396,106256
397,106009
398,105761
399,105512
400,105262
401,105012
402,104761
403,104509
404,104257
405,104004
406,103751
407,103497
408,103242
409,102986
410,102730
411,102474
412,102217
413,101959
414,101701
415,101443
416,101183
417,100924
418,100664
419,100403
420,100142
421,99881
422,99619
423,99356
424,99094
425,98831
426,98567
427,98303
428,98039
429,97775
430,97510
431,97244
432,96979
433,96713
434,96447
435,96180
436,95914
437,95647
438,95379
439,95112
440,94844
441,94576
442,94308
443,94039
444,93771
445,93502
446,93233
447,92963
448,92694
449,92424
450,92154
451,91884
452,91614
453,91344
454,91073
455,90803
456,90532
457,90261
458,89990
459,89719
460,89448
461,89177
462,88905
463,88634
464,88362
465,88091
466,87819
467,87547
468,87275
469,87003
470,86731
471,86459
472,86187
473,85915
474,85643
475,85371
476,85098
477,84826
478,84554
479,84282
480,84009
481,83737
482,83464
483,83192
484,82919
485,82647
486,82375
487,82102
488,81830
489,81557
490,81285
491,81012
492,80740
493,80468
494,80195
495,79923
496,79651
497,79378
498,79106
499,78834
500,78562
501,78290
502,78018
503,77746
504,77474
505,77202
506,76930
507,76658
508,76387
509,76115
510,75843
511,75572
512,75300
513,75029
514,74758
515,74487
516,74216
517,73945
518,73674
519,73403
520,73132
521,72862
522,72591
523,72321
524,72051
525,71781
526,71511
527,71241
528,70972
529,70702
530,70433
531,70164
532,69895
533,69626
534,69357
535,69089
536,68820
537,68552
538,68284
539,68017
540,67749
541,67482
542,67215
543,66948
544,66681
545,66415
546,66148
547,65882
548,65617
549,65351
550,65086
551,64821
552,64556
553,64292
554,64028
555,63764
556,63500
557,63237
558,62974
559,62711
560,62449
561,62187
562,61925
563,61664
564,61403
565,61142
566,60882
567,60622
568,60362
569,60103
570,59844
571,59586
572,59328
573,59070
574,58813
575,58556
576,58300
577,58044
578,57788
579,57533
580,57278
581,57024
582,56770
583,56517
584,56264
585,56011
586,55759
587,55508
588,55257
589,55006
590,54756
591,54507
592,54258
593,54009
594,53761
595,53514
596,53267
597,53020
598,52775
599,52529
600,52284
601,52040
602,51797
603,51553
604,51311
605,51069
606,50827
607,50587
608,50346
609,50107
610,49868
611,49629
612,49391
613,49154
614,48917
615,48681
616,48446
617,48211
618,47976
619,47743
620,47510
621,47277
622,47045
623,46814
624,46584
625,46354
626,46125
627,45896
628,45668
629,45440
630,45214
631,44988
632,44762
633,44537
634,44313
635,44090
636,43867
637,43644
638,43423
639,43202
640,42982
641,42762
642,42543
643,42325
644,42107
645,41890
646,41673
647,41458
648,41242
649,41028
650,40814
651,40601
652,40388
653,40177
654,39965
655,39755
656,39545
657,39336
658,39127
659,38919
660,38711
661,38505
662,38299
663,38093
664,37888
665,37684
666,37481
667,37278
668,37075
669,36874
670,36673
671,36472
672,36273
673,36073
674,35875
675,35677
676,35480
677,35283
678,35087
679,34892
680,34697
681,34503
682,34309
683,34116
684,33924
685,33732
686,33541
687,33351
688,33161
689,32971
690,32783
691,32595
692,32407
693,32220
694,32034
695,31848
696,31663
697,31479
698,31295
699,31112
700,30929
701,30747
702,30566
703,30385
704,30204
705,30025
706,29846
707,29667
708,29489
709,29312
710,29135
711,28959
712,28783
713,28608
714,28434
715,28260
716,28087
717,27914
718,27742
719,27571
720,27400
721,27230
722,27060
723,26891
724,26722
725,26555
726,26387
727,26221
728,26054
729,25889
730,25724
731,25560
732,25396
733,25233
734,25070
735,24908
736,24747
737,24586
738,24426
739,24266
740,24107
741,23949
742,23791
743,23634
744,23477
745,23321
746,23165
747,23011
748,22856
749,22703
750,22550
751,22397
752,22246
753,22094
754,21944
755,21794
756,21645
757,21496
758,21348
759,21200
760,21053
761,20907
762,20761
763,20616
764,20472
765,20328
766,20185
767,20042
768,19900
769,19759
770,19618
771,19478
772,19338
773,19199
774,19061
775,18923
776,18786
777,18650
778,18514
779,18379
780,18244
781,18110
782,17977
783,17844
784,17712
785,17580
786,17449
787,17319
788,17189
789,17060
790,16932
791,16804
792,16677
793,16550
794,16424
795,16299
796,16174
797,16050
798,15927
799,15804
800,15682
801,15560
802,15439
803,15318
804,15198
805,15079
806,14960
807,14842
808,14725
809,14608
810,14492
811,14376
812,14261
813,14146
814,14032
815,13919
816,13806
817,13694
818,13583
819,13472
820,13361
821,13251
822,13142
823,13033
824,12925
825,12818
826,12711
827,12604
828,12498
829,12393
830,12288
831,12184
832,12080
833,11977
834,11875
835,11773
836,11671
837,11570
838,11470
839,11370
840,11270
841,11172
842,11073
843,10976
844,10878
845,10782
846,10685
847,10590
848,10495
849,10400
850,10306
851,10212
852,10119
853,10026
854,9934
855,9842
856,9751
857,9660
858,9570
859,9481
860,9391
861,9303
862,9214
863,9126
864,9039
865,8952
866,8866
867,8780
868,8695
869,8610
870,8525
871,8441
872,8357
873,8274
874,8191
875,8109
876,8027
877,7946
878,7865
879,7785
880,7705
881,7625
882,7546
883,7467
884,7389
885,7311
886,7233
887,7156
888,7080
889,7004
890,6928
891,6853
892,6778
893,6703
894,6629
895,6556
896,6482
897,6410
898,6337
899,6265
900,6194
901,6123
902,6052
903,5982
904,5912
905,5842
906,5773
907,5704
908,5636
909,5568
910,5501
911,5433
912,5367
913,5300
914,5234
915,5169
916,5104
917,5039
918,4975
919,4911
920,4847
921,4784
922,4721
923,4659
924,4597
925,4535
926,4474
927,4413
928,4353
929,4293
930,4233
931,4174
932,4115
933,4056
934,3998
935,3940
936,3883
937,3826
938,3769
939,3713
940,3657
941,3602
942,3547
943,3492
944,3438
945,3383
946,3330
947,3277
948,3224
949,3171
950,3119
951,3067
952,3016
953,2965
954,2914
955,2864
956,2814
957,2764
958,2715
959,2666
960,2618
961,2569
962,2522
963,2474
964,2427
965,2380
966,2334
967,2288
968,2242
969,2197
970,2152
971,2107
972,2063
973,2019
974,1975
975,1932
976,1889
977,1846
978,1804
979,1762
980,1720
981,1679
982,1638
983,1597
984,1557
985,1517
986,1477
987,1438
988,1399
989,1360
990,1322
991,1284
992,1246
993,1209
994,1171
995,1135
996,1098
997,1062
998,1026
999,990
1000,955
1001,920
1002,885
1003,851
1004,816
1005,783
1006,749
1007,716
1008,683
1009,650
1010,617
1011,585
1012,553
1013,522
1014,490
1015,459
1016,428
1017,398
1018,367
1019,337
1020,308
1021,278
1022,249
1023,220
1024,191
1025,162
1026,134
1027,106
1028,78
1029,51
1030,23
1031,-4
1032,-30
1033,-57
1034,-83
1035,-109
1036,-135
1037,-161
1038,-186
1039,-212
1040,-237
1041,-261
1042,-286
1043,-310
1044,-334
1045,-358
1046,-382
1047,-405
1048,-428
1049,-451
1050,-474
1051,-497
1052,-519
1053,-541
1054,-563
1055,-585
1056,-607
1057,-628
1058,-649
1059,-670
1060,-691
1061,-712
1062,-732
1063,-752
1064,-772
1065,-792
1066,-811
1067,-831
1068,-850
1069,-869
1070,-888
1071,-907
1072,-925
1073,-943
1074,-962
1075,-980
1076,-997
1077,-1015
1078,-1032
1079,-1049
1080,-1066
1081,-1083
1082,-1100
1083,-1117
1084,-1133
1085,-1149
1086,-1165
1087,-1181
1088,-1196
1089,-1212
1090,-1227
1091,-1242
1092,-1257
1093,-1272
1094,-1287
1095,-1301
1096,-1316
1097,-1330
1098,-1344
1099,-1357
1100,-1371
1101,-1385
1102,-1398
1103,-1411
1104,-1424
1105,-1437
1106,-1449
1107,-1462
1108,-1474
1109,-1487
1110,-1499
1111,-1510
1112,-1522
1113,-1534
1114,-1545
1115,-1556
1116,-1568
1117,-1579
1118,-1589
1119,-1600
1120,-1611
1121,-1621
1122,-1631
1123,-1641
1124,-1651
1125,-1661
1126,-1670
1127,-1680
1128,-1689
1129,-1698
1130,-1708
1131,-1716
1132,-1725
1133,-1734
1134,-1742
1135,-1751
1136,-1759
1137,-1767
1138,-1775
1139,-1783
1140,-1790
1141,-1798
1142,-1805
1143,-1813
1144,-1820
1145,-1827
1146,-1834
1147,-1840
1148,-1847
1149,-1853
1150,-1860
1151,-1866
1152,-1872
1153,-1878
1154,-1884
1155,-1890
1156,-1895
1157,-1901
1158,-1906
1159,-1912
1160,-1917
1161,-1922
1162,-1927
1163,-1931
1164,-1936
1165,-1941
1166,-1945
1167,-1950
1168,-1954
1169,-1958
1170,-1962
1171,-1966
1172,-1970
1173,-1973
1174,-1977
1175,-1981
1176,-1984
1177,-1987
1178,-1991
1179,-1994
1180,-1997
1181,-2000
1182,-2002
1183,-2005
1184,-2008
1185,-2010
1186,-2013
1187,-2015
1188,-2018
1189,-2020
1190,-2022
1191,-2024
1192,-2026
1193,-2028
1194,-2029
1195,-2031
1196,-2033
1197,-2034
1198,-2036
1199,-2037
1200,-2038
1201,-2039
1202,-2041
1203,-2042
1204,-2043
1205,-2044
1206,-2044
1207,-2045
1208,-2046
1209,-2046
1210,-2047
1211,-2047
1212,-2048
1213,-2048
1214,-2048
1215,-2049
1216,-2049
1217,-2049
1218,-2049
1219,-2049
1220,-2049
1221,-2049
1222,-2048
1223,-2048
1224,-2048
1225,-2047
1226,-2047
1227,-2046
1228,-2046
1229,-2045
1230,-2044
1231,-2043
1232,-2043
1233,-2042
1234,-2041
1235,-2040
1236,-2039
1237,-2038
1238,-2036
1239,-2035
1240,-2034
1241,-2033
1242,-2031
1243,-2030
1244,-2028
1245,-2027
1246,-2025
1247,-2024
1248,-2022
1249,-2020
1250,-2019
1251,-2017
1252,-2015
1253,-2013
1254,-2011
1255,-2009
1256,-2007
1257,-2005
1258,-2003
1259,-2001
1260,-1999
1261,-1996
1262,-1994
1263,-1992
1264,-1989
1265,-1987
1266,-1984
1267,-1982
1268,-1979
1269,-1977
1270,-1974
1271,-1972
1272,-1969
1273,-1966
1274,-1963
1275,-1961
1276,-1958
1277,-1955
1278,-1952
1279,-1949
1280,-1946
1281,-1943
1282,-1940
1283,-1937
1284,-1933
1285,-1930
1286,-1927
1287,-1924
1288,-1920
1289,-1917
1290,-1914
1291,-1910
1292,-1907
1293,-1903
1294,-1900
1295,-1896
1296,-1893
1297,-1889
1298,-1885
1299,-1882
1300,-1878
1301,-1874
1302,-1871
1303,-1867
1304,-1863
1305,-1859
1306,-1855
1307,-1851
1308,-1847
1309,-1843
1310,-1839
1311,-1835
1312,-1831
1313,-1827
1314,-1823
1315,-1819
1316,-1815
1317,-1811
1318,-1806
1319,-1802
1320,-1798
1321,-1794
1322,-1789
1323,-1785
1324,-1781
1325,-1776
1326,-1772
1327,-1768
1328,-1763
1329,-1759
1330,-1754
1331,-1750
1332,-1745
1333,-1741
1334,-1736
1335,-1732
1336,-1727
1337,-1722
1338,-1718
1339,-1713
1340,-1708
1341,-1704
1342,-1699
1343,-1694
1344,-1690
1345,-1685
1346,-1680
1347,-1675
1348,-1671
1349,-1666
1350,-1661
1351,-1656
1352,-1651
1353,-1647
1354,-1642
1355,-1637
1356,-1632
1357,-1627
1358,-1622
1359,-1617
1360,-1612
1361,-1607
1362,-1602
1363,-1598
1364,-1593
1365,-1588
1366,-1583
1367,-1578
1368,-1573
1369,-1568
1370,-1563
1371,-1558
1372,-1553
1373,-1548
1374,-1543
1375,-1538
1376,-1533
1377,-1528
1378,-1523
1379,-1518
1380,-1513
1381,-1508
1382,-1502
1383,-1497
1384,-1492
1385,-1487
1386,-1482
1387,-1477
1388,-1472
1389,-1467
1390,-1462
1391,-1457
1392,-1452
1393,-1447
1394,-1442
1395,-1437
1396,-1432
1397,-1427
1398,-1421
1399,-1416
1400,-1411
1401,-1406
1402,-1401
1403,-1396
1404,-1391
1405,-1386
1406,-1381
1407,-1376
1408,-1371
1409,-1366
1410,-1361
1411,-1356
1412,-1351
1413,-1346
1414,-1341
1415,-1336
1416,-1330
1417,-1325
1418,-1320
1419,-1315
1420,-1310
1421,-1305
1422,-1300
1423,-1295
1424,-1290
1425,-1285
1426,-1280
1427,-1275
1428,-1270
1429,-1265
1430,-1260
1431,-1255
1432,-1250
1433,-1245
1434,-1240
1435,-1235
1436,-1230
1437,-1225
1438,-1220
1439,-1216
1440,-1211
1441,-1206
1442,-1201
1443,-1196
1444,-1191
1445,-1186
1446,-1181
1447,-1176
1448,-1171
1449,-1166
1450,-1161
1451,-1157
1452,-1152
1453,-1147
1454,-1142
1455,-1137
1456,-1132
1457,-1127
1458,-1122
1459,-1118
1460,-1113
1461,-1108
1462,-1103
1463,-1098
1464,-1093
1465,-1089
1466,-1084
1467,-1079
1468,-1074
1469,-1070
1470,-1065
1471,-1060
1472,-1055
1473,-1051
1474,-1046
1475,-1041
1476,-1036
1477,-1032
1478,-1027
1479,-1022
1480,-1018
1481,-1013
1482,-1008
1483,-1003
1484,-999
1485,-994
1486,-990
1487,-985
1488,-980
1489,-976
1490,-971
1491,-966
1492,-962
1493,-957
1494,-953
1495,-948
1496,-944
1497,-939
1498,-935
1499,-930
1500,-925
1501,-921
1502,-917
1503,-912
1504,-908
1505,-903
1506,-899
1507,-894
1508,-890
1509,-885
1510,-881
1511,-877
1512,-872
1513,-868
1514,-863
1515,-859
1516,-855
1517,-850
1518,-846
1519,-842
1520,-837
1521,-833
1522,-829
1523,-825
1524,-820
1525,-816
1526,-812
1527,-808
1528,-803
1529,-799
1530,-795
1531,-791
1532,-787
1533,-783
1534,-779
1535,-774
1536,-770
1537,-766
1538,-762
1539,-758
1540,-754
1541,-750
1542,-746
1543,-742
1544,-738
1545,-734
1546,-730
1547,-726
1548,-722
1549,-718
1550,-714
1551,-710
1552,-706
1553,-702
1554,-699
1555,-695
1556,-691
1557,-687
1558,-683
1559,-679
1560,-676
1561,-672
1562,-668
1563,-664
1564,-660
1565,-657
1566,-653
1567,-649
1568,-646
1569,-642
1570,-638
1571,-635
1572,-631
1573,-627
1574,-624
1575,-620
1576,-617
1577,-613
1578,-609
1579,-606
1580,-602
1581,-599
1582,-595
1583,-592
1584,-588
1585,-585
1586,-581
1587,-578
1588,-574
1589,-571
1590,-568
1591,-564
1592,-561
1593,-557
1594,-554
1595,-551
1596,-547
1597,-544
1598,-541
1599,-537
1600,-534
1601,-531
1602,-528
1603,-524
1604,-521
1605,-518
1606,-515
1607,-512
1608,-508
1609,-505
1610,-502
1611,-499
1612,-496
1613,-493
1614,-490
1615,-487
1616,-483
1617,-480
1618,-477
1619,-474
1620,-471
1621,-468
1622,-465
1623,-462
1624,-459
1625,-456
1626,-453
1627,-450
1628,-447
1629,-445
1630,-442
1631,-439
1632,-436
1633,-433
1634,-430
1635,-427
1636,-424
1637,-422
1638,-419
1639,-416
1640,-413
1641,-410
1642,-408
1643,-405
1644,-402
1645,-400
1646,-397
1647,-394
1648,-391
1649,-389
1650,-386
1651,-383
1652,-381
1653,-378
1654,-376
1655,-373
1656,-370
1657,-368
1658,-365
1659,-363
1660,-360
1661,-358
1662,-355
1663,-353
1664,-350
1665,-348
1666,-345
1667,-343
1668,-340
1669,-338
1670,-335
1671,-333
1672,-331
1673,-328
1674,-326
1675,-323
1676,-321
1677,-319
1678,-316
1679,-314
1680,-312
1681,-309
1682,-307
1683,-305
1684,-303
1685,-300
1686,-298
1687,-296
1688,-294
1689,-291
1690,-289
1691,-287
1692,-285
1693,-283
1694,-281
1695,-278
1696,-276
1697,-274
1698,-272
1699,-270
1700,-268
1701,-266
1702,-264
1703,-262
1704,-260
1705,-258
1706,-256
1707,-254
1708,-252
1709,-250
1710,-248
1711,-246
1712,-244
1713,-242
1714,-240
1715,-238
1716,-236
1717,-234
1718,-232
1719,-231
1720,-229
1721,-227
1722,-225
1723,-223
1724,-221
1725,-219
1726,-218
1727,-216
1728,-214
1729,-212
1730,-211
1731,-209
1732,-207
1733,-205
1734,-204
1735,-202
1736,-200
1737,-199
1738,-197
1739,-195
1740,-194
1741,-192
1742,-190
1743,-189
1744,-187
1745,-185
1746,-184
1747,-182
1748,-181
1749,-179
1750,-177
1751,-176
1752,-174
1753,-173
1754,-171
1755,-170
1756,-168
1757,-167
1758,-165
1759,-164
1760,-162
1761,-161
1762,-159
1763,-158
1764,-157
1765,-155
1766,-154
1767,-152
1768,-151
1769,-150
1770,-148
1771,-147
1772,-145
1773,-144
1774,-143
1775,-141
1776,-140
1777,-139
1778,-137
1779,-136
1780,-135
1781,-134
1782,-132
1783,-131
1784,-130
1785,-129
1786,-127
1787,-126
1788,-125
1789,-124
1790,-122
1791,-121
1792,-120
1793,-119
1794,-118
1795,-116
1796,-115
1797,-114
1798,-113
1799,-112
1800,-111
1801,-110
1802,-108
1803,-107
1804,-106
1805,-105
1806,-104
1807,-103
1808,-102
1809,-101
1810,-100
1811,-99
1812,-98
1813,-97
1814,-96
1815,-95
1816,-94
1817,-93
1818,-92
1819,-91
1820,-90
1821,-89
1822,-88
1823,-87
1824,-86
1825,-85
1826,-84
1827,-83
1828,-82
1829,-81
1830,-80
1831,-79
1832,-79
1833,-78
1834,-77
1835,-76
1836,-75
1837,-74
1838,-73
1839,-72
1840,-72
1841,-71
1842,-70
1843,-69
1844,-68
1845,-68
1846,-67
1847,-66
1848,-65
1849,-64
1850,-64
1851,-63
1852,-62
1853,-61
1854,-61
1855,-60
1856,-59
1857,-58
1858,-58
1859,-57
1860,-56
1861,-55
1862,-55
1863,-54
1864,-53
1865,-53
1866,-52
1867,-51
1868,-51
1869,-50
1870,-49
1871,-49
1872,-48
1873,-47
1874,-47
1875,-46
1876,-46
1877,-45
1878,-44
1879,-44
1880,-43
1881,-43
1882,-42
1883,-41
1884,-41
1885,-40
1886,-40
1887,-39
1888,-39
1889,-38
1890,-37
1891,-37
1892,-36
1893,-36
1894,-35
1895,-35
1896,-34
1897,-34
1898,-33
1899,-33
1900,-32
1901,-32
1902,-31
1903,-31
1904,-30
1905,-30
1906,-29
1907,-29
1908,-29
1909,-28
1910,-28
1911,-27
1912,-27
1913,-26
1914,-26
1915,-25
1916,-25
1917,-25
1918,-24
1919,-24
1920,-23
1921,-23
1922,-23
1923,-22
1924,-22
1925,-21
1926,-21
1927,-21
1928,-20
1929,-20
1930,-20
1931,-19
1932,-19
1933,-19
1934,-18
1935,-18
1936,-18
1937,-17
1938,-17
1939,-17
1940,-16
1941,-16
1942,-16
1943,-15
1944,-15
1945,-15
1946,-14
1947,-14
1948,-14
1949,-14
1950,-13
1951,-13
1952,-13
1953,-12
1954,-12
1955,-12
1956,-12
1957,-11
1958,-11
1959,-11
1960,-11
1961,-10
1962,-10
1963,-10
1964,-10
1965,-9
1966,-9
1967,-9
1968,-9
1969,-9
1970,-8
1971,-8
1972,-8
1973,-8
1974,-8
1975,-7
1976,-7
1977,-7
1978,-7
1979,-7
1980,-6
1981,-6
1982,-6
1983,-6
1984,-6
1985,-6
1986,-5
1987,-5
1988,-5
1989,-5
1990,-5
1991,-5
1992,-4
1993,-4
1994,-4
1995,-4
1996,-4
1997,-4
1998,-4
1999,-3
2000,-3
2001,-3
2002,-3
2003,-3
2004,-3
2005,-3
2006,-3
2007,-3
2008,-2
2009,-2
2010,-2
2011,-2
2012,-2
2013,-2
2014,-2
2015,-2
2016,-2
2017,-2
2018,-1
2019,-1
2020,-1
2021,-1
2022,-1
2023,-1
2024,-1
2025,-1
2026,-1
2027,-1
2028,-1
2029,-1
2030,-1
2031,-1
2032,-1
2033,-1
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
